TAING	1,574	626	91.6%	15619	1718
ISHII	1,571	627	81.9%	14325	1918
SERRANO	1,564	628	2.8%	545	55,057
TIAN	1,562	629	95.0%	16160	1645
JU	1,557	630	91.5%	15752	1701
MORITA	1,553	631	79.5%	14127	1954
CHOPRA	1,553	631	84.9%	14857	1829
MONG	1,548	633	49.6%	9550	3,123
CUI	1,541	634	95.1%	16368	1620
PARMAR	1,539	635	85.1%	14995	1809
RIZVI	1,538	636	80.5%	14370	1910
YAMASAKI	1,536	637	81.5%	14503	1884
IP	1,536	637	93.5%	16184	1642
SONI	1,529	639	82.8%	14755	1846
LUNA	1,523	640	2.0%	378	76,127
MOHAN	1,522	641	34.3%	6962	4,440
CHINN	1,518	642	24.7%	5220	6,146
MARK	1,517	643	9.5%	2091	15,916
YING	1,513	644	90.3%	15933	1676
FAJARDO	1,512	645	14.4%	3139	10530
ROSARIO	1,502	646	4.1%	865	36,539
YUE	1,502	646	93.2%	16444	1611
RAM	1,495	648	54.0%	10629	2766
MERCHANT	1,492	649	11.1%	2465	13,421
MOHAMED	1,489	650	11.9%	2655	12,499
AOKI	1,484	651	81.3%	14877	1825
FUJITA	1,483	652	84.5%	15356	1756
SIMON	1,482	653	2.0%	383	74,839
LOWE	1,480	654	1.7%	309	89,178
VERGARA	1,480	654	13.6%	3063	10844
SUM	1,478	656	79.3%	14634	1864
DECASTRO	1,476	657	34.9%	7265	4,235
AZIZ	1,471	658	31.1%	6604	4,735
MUN	1,470	659	91.9%	16535	1600
HUSAIN	1,469	660	69.7%	13277	2108
ORTIZ	1,460	661	0.7%	94	214,683
SEN	1,457	662	74.0%	14044	1969
HASEGAWA	1,454	663	84.6%	15619	1718
ISHIKAWA	1,452	664	84.9%	15676	1711
BORJA	1,450	665	27.0%	5895	5376
HUR	1,449	666	89.7%	16400	1616
ARAKAKI	1,445	667	84.1%	15611	1719
GAN	1,441	668	62.4%	12343	2309
BAI	1,440	669	87.8%	16202	1640
DSOUZA	1,438	670	80.6%	15154	1785
RUAN	1,435	671	69.1%	13440	2077
MITCHELL	1,433	672	0.4%	44	367,433
VIRAY	1,431	673	86.8%	16135	1648
PETERSON	1,430	674	0.5%	63	275,041
VENTURA	1,429	675	5.3%	1196	26,769
MIYASHIRO	1,429	675	83.5%	15676	1711
PARKER	1,427	677	0.4%	51	324,246
MASUDA	1,424	678	79.9%	15177	1783
MENON	1,423	679	87.6%	16333	1624
HERRERA	1,422	680	1.0%	175	140,786
MATHEWS	1,422	680	2.8%	609	50,608
DOSHI	1,415	682	90.3%	16776	1567
CARTER	1,414	683	0.4%	46	362,548
RAZA	1,412	684	71.5%	14006	1976
XUE	1,412	684	97.6%	17835	1447
SITU	1,408	686	94.5%	17449	1490
GREEN	1,406	687	0.3%	37	413,477
WADA	1,402	688	78.3%	15110	1791
LANG	1,400	689	2.3%	499	59,843
MISHRA	1,400	689	90.7%	16977	1544
KHUU	1,400	689	97.0%	17871	1444
GARG	1,395	692	91.8%	17199	1519
SRIVASTAVA	1,393	693	90.9%	17073	1533
SETHI	1,388	694	86.2%	16450	1610
RYU	1,388	694	94.2%	17588	1473
NARAYAN	1,385	696	78.6%	15309	1762
NAKAMOTO	1,382	697	81.5%	15780	1696
EVANS	1,369	698	0.4%	48	342,237
DELAROSA	1,364	699	4.8%	1137	28,134
CO	1,364	699	79.6%	15652	1714
FUKUDA	1,361	701	85.2%	16554	1597
CAMACHO	1,357	702	2.8%	630	49,000
MATHUR	1,357	702	89.2%	17170	1522
LUCAS	1,356	704	1.4%	275	100,417
NAKASHIMA	1,356	704	81.0%	15937	1675
LUC	1,355	706	63.2%	13082	2145
MOHAMMAD	1,353	707	37.3%	8377	3,628
GOMES	1,347	708	6.6%	1606	20,532
SAN	1,344	709	74.3%	14983	1810
MORRIS	1,341	710	0.4%	56	311,754
WHANG	1,340	711	92.0%	17734	1457
ENDO	1,338	712	78.8%	15771	1698
BRAR	1,338	712	86.2%	16906	1553
REHMAN	1,335	714	67.3%	13943	1985
FERNANDES	1,333	715	9.3%	2305	14,385
NGAI	1,330	716	96.0%	18412	1385
GOTO	1,329	717	28.3%	6639	4695
ZAIDI	1,326	718	76.3%	15470	1738
MALLARI	1,317	719	91.7%	17943	1436
NAKAYAMA	1,315	720	85.5%	17030	1538
NATIVIDAD	1,311	721	40.4%	9242	3244
CHAUHAN	1,310	722	88.3%	17510	1483
ROSALES	1,309	723	2.5%	595	51,336
SEE	1,300	724	15.5%	3880	8,412
COOK	1,297	725	0.4%	60	294,795
LORENZO	1,295	726	10.3%	2643	12,568
MURPHY	1,292	727	0.4%	58	300,501
YOSHIMURA	1,290	728	84.5%	17141	1526
CHOO	1,290	728	89.0%	17813	1449
PANGILINAN	1,289	730	90.7%	18087	1421
NAKATA	1,279	731	81.0%	16688	1579
BANERJEE	1,279	731	86.3%	17521	1482
KELLY	1,276	733	0.5%	69	260,385
PAL	1,276	733	58.1%	12845	2196
THAN	1,275	735	89.2%	18008	1429
VARUGHESE	1,272	736	91.3%	18345	1393
EDWARDS	1,268	737	0.4%	53	317,070
BRIONES	1,265	738	11.4%	2971	11143
CHE	1,265	738	84.3%	17363	1500
CARLOS	1,264	740	10.4%	2718	12,162
ROBLES	1,263	741	2.0%	489	61,619
WOOD	1,261	742	0.5%	75	247,299
HIRATA	1,260	743	82.2%	17087	1532
MAC	1,253	744	67.4%	14664	1859
HAMADA	1,251	745	67.9%	14783	1842
AGGARWAL	1,248	746	91.6%	18634	1363
SOM	1,246	747	83.2%	17377	1498
NOH	1,243	748	87.1%	18025	1427
PATIL	1,243	748	89.6%	18389	1388
SAETEURN	1,243	748	93.0%	18892	1337
SEBASTIAN	1,242	751	11.4%	3055	10,878
NICOLAS	1,241	752	21.5%	5525	5,783
THOR	1,241	752	55.8%	12737	2225
CHERIAN	1,239	754	88.9%	18345	1393
INOUE	1,237	755	89.3%	18412	1385
ROGERS	1,236	756	0.4%	61	294,403
SOOHOO	1,232	757	89.1%	18447	1382
CHAWLA	1,231	758	89.9%	18582	1369
LAKHANI	1,222	759	83.1%	17613	1470
CHUI	1,219	760	93.6%	19248	1303
DY	1,217	761	85.6%	18077	1422
CARINO	1,216	762	33.3%	8334	3,654
AUSTRIA	1,216	762	78.6%	16944	1548
QU	1,214	764	95.5%	19629	1271
ODA	1,213	765	69.4%	15408	1747
MOMIN	1,213	765	86.3%	18239	1405
BELTRAN	1,212	767	3.5%	914	34,736
MACH	1,209	768	25.3%	6552	4,770
ANWAR	1,205	769	65.2%	14745	1847
KONDO	1,205	769	76.0%	16646	1585
ROQUE	1,204	771	11.1%	3076	10,806
JUAN	1,202	772	25.0%	6507	4811
MIGUEL	1,201	773	16.5%	4484	7,282
TAMAYO	1,200	774	9.9%	2729	12130
NOMURA	1,200	774	82.4%	17734	1457
DOI	1,197	776	79.3%	17268	1509
KAWAMOTO	1,197	776	81.7%	17652	1466
TAKEUCHI	1,197	776	84.7%	18153	1414
MEAS	1,193	779	82.2%	17781	1452
PAEK	1,191	780	87.2%	18607	1366
STEWART	1,189	781	0.4%	54	312,899
PERERA	1,189	781	40.9%	10176	2909
RAJAN	1,188	783	89.7%	19028	1324
QIN	1,188	783	98.0%	20382	1212
JAN	1,181	785	65.3%	14995	1809
CHEEMA	1,181	785	82.0%	17899	1441
PRAKASH	1,177	787	86.7%	18693	1358
COLLINS	1,176	788	0.4%	52	317,848
NO	1,176	788	69.0%	15731	1704
MATEO	1,172	790	13.7%	3811	8540
GIN	1,167	791	81.8%	18025	1427
YOUN	1,164	792	89.1%	19208	1307
TSO	1,163	793	38.8%	9922	3001
NAGATA	1,163	793	84.2%	18447	1382
MORGAN	1,161	795	0.4%	62	276,400
SALES	1,161	795	13.3%	3733	8,725
YAM	1,160	797	83.9%	18447	1382
CHEONG	1,158	798	88.4%	19174	1310
KURIAN	1,157	799	80.2%	17884	1443
DALAL	1,156	800	81.1%	18045	1425
RANDHAWA	1,156	800	88.7%	19248	1303
CORDERO	1,154	802	5.0%	1409	23,127
GOEL	1,149	803	87.4%	19136	1314
MATHAI	1,148	804	87.2%	19118	1316
JEW	1,147	805	82.5%	18373	1390
PATHAK	1,147	805	91.5%	19852	1253
HARA	1,144	807	45.8%	11547	2497
WATSON	1,139	808	0.5%	76	242,432
SHENG	1,136	809	94.5%	20512	1202
CHAUDHARY	1,132	810	82.7%	18588	1368
HAO	1,130	811	89.3%	19695	1266
UM	1,130	811	95.0%	20665	1190
MUKHERJEE	1,128	813	88.6%	19599	1273
VORA	1,127	814	89.8%	19828	1255
KUE	1,123	815	90.4%	19991	1242
KOTHARI	1,122	816	90.7%	20055	1237
HSIA	1,122	816	94.8%	20763	1183
AUYEUNG	1,120	818	96.5%	21088	1161
ASHRAF	1,114	819	70.2%	16635	1586
RAJ	1,113	820	77.5%	17935	1437
RAJA	1,112	821	71.6%	16906	1553
CUNANAN	1,112	821	85.4%	19263	1302
TAT	1,111	823	89.5%	20006	1241
VILLEGAS	1,110	824	3.2%	917	34,684
TURNER	1,108	825	0.3%	49	335,663
KAWAMURA	1,106	826	83.2%	18965	1330
VASQUEZ	1,104	827	0.7%	143	159,989
SAXENA	1,104	827	91.5%	20456	1206
SULTANA	1,103	829	70.3%	16761	1569
SHIMABUKURO	1,103	829	82.6%	18916	1335
BHAT	1,102	831	93.9%	20916	1173
KUBOTA	1,101	832	82.1%	18857	1341
YOKOYAMA	1,101	832	86.0%	19515	1280
BARTOLOME	1,100	834	59.8%	14792	1841
CHAVEZ	1,097	835	0.6%	118	185,865
QUON	1,097	835	82.5%	18965	1330
PILLAI	1,095	837	87.1%	19806	1257
KHALID	1,093	838	62.4%	15375	1752
LIOU	1,093	838	95.7%	21369	1142
ATIENZA	1,092	840	85.4%	19537	1278
ESGUERRA	1,089	841	72.5%	17334	1503
SHANKAR	1,089	841	85.7%	19629	1271
SAEED	1,088	843	50.4%	13019	2159
ZAMORA	1,086	844	2.4%	684	45,806
LOK	1,086	844	85.4%	19629	1271
BELL	1,085	846	0.4%	67	264,752
KINOSHITA	1,085	846	83.5%	19285	1300
CRISOSTOMO	1,083	848	50.9%	13169	2128
SAHA	1,083	848	77.4%	18278	1400
ISHIDA	1,083	848	82.5%	19157	1312
GAMBOA	1,081	851	7.2%	2205	15,117
GUEVARRA	1,081	851	72.6%	17466	1488
COOPER	1,080	853	0.4%	64	270,097
MIURA	1,079	854	79.3%	18667	1360
MORIMOTO	1,079	854	81.9%	19090	1318
CHIA	1,078	856	72.8%	17530	1481
TUAZON	1,077	857	90.1%	20599	1195
REED	1,070	858	0.4%	65	267,443
MENDIOLA	1,069	859	13.4%	4112	7980
YOSHIOKA	1,069	859	89.0%	20528	1201
OGATA	1,068	861	75.0%	18057	1424
CANLAS	1,068	861	87.0%	20180	1228
BALLESTEROS	1,065	863	13.8%	4248	7714
BAILEY	1,064	864	0.4%	66	265,916
NISHIMOTO	1,063	865	82.0%	19328	1297
BALTAZAR	1,061	866	12.3%	3765	8650
SHRESTHA	1,061	866	84.6%	19840	1254
JEN	1,060	868	84.3%	19797	1258
JUE	1,059	869	80.3%	19090	1318
ASLAM	1,056	870	78.0%	18748	1353
YEO	1,054	871	48.0%	12858	2,194
VILORIA	1,053	872	58.7%	15088	1794
RAMAN	1,053	872	75.4%	18324	1396
BAJWA	1,052	874	84.3%	19908	1248
CAMPOS	1,049	875	1.5%	420	69,950
CHATTERJEE	1,049	875	87.9%	20629	1193
PADUA	1,048	877	51.6%	13702	2030
UYEDA	1,048	877	80.6%	19272	1301
PHUONG	1,048	877	96.7%	22212	1084
PETERS	1,047	880	0.8%	190	134,231
QI	1,045	881	98.0%	22521	1066
ESPINOSA	1,044	882	3.4%	1047	30,538
SALEEM	1,044	882	49.4%	13240	2114
RAMACHANDRAN	1,043	884	95.0%	22011	1098
GRAY	1,042	885	0.4%	79	236,713
VARGAS	1,041	886	0.8%	221	123,952
HUEY	1,039	887	10.5%	3318	9,881
TANIGUCHI	1,039	887	79.0%	19118	1316
DESILVA	1,038	889	26.0%	7698	3,986
OUYANG	1,037	890	97.7%	22612	1061
MUNOZ	1,036	891	0.9%	232	117,774
HAQ	1,036	891	78.9%	19144	1313
PENA	1,033	893	1.1%	284	98,345
VALENZUELA	1,033	893	2.4%	711	43,770
SOOD	1,033	893	78.1%	19048	1322
ABBAS	1,028	896	32.1%	9348	3,199
SARKAR	1,028	896	89.9%	21335	1144
AHUJA	1,027	898	87.4%	20887	1175
THONG	1,026	899	88.8%	21156	1156
OKAMURA	1,025	900	78.6%	19242	1304
ORTEGA	1,024	901	1.1%	296	93,131
MURTHY	1,023	902	87.1%	20898	1174
RODRIGUES	1,021	903	3.8%	1204	26,652
KHATRI	1,021	903	88.8%	21254	1150
NARAYANAN	1,019	905	93.7%	22174	1087
FOSTER	1,017	906	0.5%	87	221,040
CASTANEDA	1,017	906	2.0%	600	51,089
WARD	1,016	908	0.4%	71	254,121
PABLO	1,016	908	26.0%	7845	3914
MANZANO	1,015	910	15.2%	4830	6670
ROSS	1,012	911	0.5%	89	219,961
MIAO	1,012	911	96.1%	22753	1053
SHIEH	1,011	913	95.6%	22670	1058
SHETTY	1,010	914	92.5%	22098	1092
SZE	1,009	915	88.7%	21424	1138
MAGNO	1,008	916	44.7%	12596	2256
MURATA	1,007	917	82.5%	20270	1221
UCHIDA	1,005	918	84.2%	20629	1193
RAJU	1,004	919	85.5%	20898	1174
SHIBATA	1,001	920	83.6%	20565	1198
ROXAS	1,000	921	83.3%	20528	1201
SUAREZ	997	922	2.1%	658	47,235
VELASQUEZ	995	923	1.7%	525	57,163
ESTEBAN	994	924	32.1%	9646	3092
SULLIVAN	992	925	0.5%	92	215,640
COX	990	926	0.4%	72	253,771
SALAS	990	926	2.1%	643	48,282
HIGASHI	989	928	81.7%	20397	1211
BROOKS	987	929	0.4%	77	240,751
BLANCO	986	930	3.4%	1115	28,843
KAWAKAMI	986	930	79.3%	19976	1243
GOYAL	986	930	92.8%	22570	1063
VARMA	985	933	84.8%	21069	1162
KHA	985	933	94.9%	22999	1038
ALFONSO	984	935	10.2%	3404	9,632
KAWASAKI	984	935	78.7%	19882	1251
HAIDER	983	937	32.8%	9929	2,999
TOMITA	983	937	77.0%	19554	1277
SUEN	981	939	90.2%	22174	1087
BENNETT	980	940	0.4%	78	239,055
NHAN	980	940	95.0%	23104	1032
DESHPANDE	980	940	95.1%	23128	1031
GOO	979	943	74.4%	19118	1316
PERRY	978	944	0.5%	97	212,644
PURI	978	944	77.7%	19784	1259
LUNG	977	946	13.5%	4496	7,263
ARELLANO	973	947	2.8%	905	34,999
SIDDIQI	972	948	74.8%	19285	1300
THAM	972	948	87.5%	21814	1111
DATTA	971	950	81.3%	20599	1195
HOWARD	968	951	0.4%	70	254,779
YAMAUCHI	968	951	81.6%	20711	1187
AGUINALDO	968	951	86.1%	21620	1124
SEVILLA	966	954	15.4%	5132	6281
DOMINGUEZ	963	955	1.2%	334	83,731
STEVENS	962	956	0.5%	122	181,417
PRICE	961	957	0.4%	84	228,756
PON	961	957	74.0%	19313	1298
IN	961	957	85.5%	21620	1124
JIA	959	960	96.9%	23831	990
MEJIA	958	961	1.4%	448	66,534
CUSTODIO	957	962	36.1%	11012	2649
MAY	956	963	0.9%	270	101,726
PEREIRA	956	963	4.2%	1428	22,921
BHAGAT	956	963	89.2%	22403	1072
MITRA	955	966	79.2%	20456	1206
CHANTHAVONG	955	966	89.8%	22555	1064
PHO	954	968	94.8%	23530	1006
TAKEDA	953	969	85.0%	21666	1121
GUILLERMO	952	970	38.6%	11647	2469
ING	951	971	58.8%	16391	1617
ALONZO	950	972	5.8%	2038	16,326
HIRANO	949	973	85.6%	21848	1109
SOLOMON	947	974	2.2%	726	42,839
NGUY	946	975	94.1%	23547	1005
PASION	944	976	78.0%	20413	1210
GOH	944	976	88.8%	22570	1063
SOLIS	943	978	1.6%	497	60,045
TRAM	939	979	91.0%	23104	1032
MIAH	937	980	71.3%	19136	1314
FOO	937	980	80.3%	20995	1167
MATSUMURA	937	980	84.3%	21814	1111
FRANCO	936	983	1.8%	571	53,161
MORENO	935	984	0.6%	170	146,088
SAO	934	985	80.6%	21113	1159
VOONG	933	986	98.4%	24680	948
FRANCIS	932	987	1.3%	406	71,723
LAZARO	932	987	16.3%	5581	5709
SETH	932	987	36.8%	11396	2,536
NAKASONE	931	990	85.8%	22196	1085
NISHIDA	930	991	86.0%	22240	1082
SPENCER	928	992	0.7%	189	134,443
GALVEZ	927	993	6.5%	2314	14311
OUK	927	993	89.0%	22949	1041
RUSSELL	926	995	0.4%	93	215,432
SHAN	926	995	46.8%	13994	1978
NGHIEM	926	995	96.7%	24471	958
CRISTOBAL	925	998	41.0%	12583	2258
HENRY	920	999	0.6%	142	161,392
KEE	920	999	10.0%	3557	9,173
GUEVARA	919	1001	3.0%	1039	30,844
LUKE	917	1002	5.4%	1940	17,016
MIAN	917	1002	74.2%	20072	1236
CALDERON	913	1004	1.7%	550	54,691
BUN	911	1005	85.5%	22538	1065
NATARAJAN	911	1005	92.4%	23903	986
CHRISTIAN	906	1007	1.8%	597	51,177
JONG	905	1008	85.2%	22591	1062
ISMAIL	904	1009	23.9%	8090	3,775
SING	904	1009	37.8%	11981	2392
KUAN	904	1009	75.6%	20599	1195
SANG	902	1012	57.2%	16706	1577
BANSAL	902	1012	90.1%	23617	1001
BACH	901	1014	7.9%	2897	11,375
MATSUI	901	1014	86.3%	22891	1044
QUINTO	899	1016	40.6%	12788	2212
KE	899	1016	78.7%	21349	1143
MANANSALA	899	1016	91.7%	24023	980
RICHARDSON	898	1019	0.4%	74	249,533
ASATO	898	1019	84.6%	22591	1062
KUBO	897	1021	75.3%	20642	1192
ON	896	1022	83.0%	22283	1079
FUJIWARA	896	1022	85.1%	22753	1053
HUGHES	895	1024	0.4%	83	229,390
MATSUOKA	893	1025	86.2%	23037	1036
RYAN	892	1026	0.6%	177	139,335
BAIK	891	1027	93.6%	24598	952
IWAMOTO	889	1028	83.8%	22612	1061
ROS	886	1029	45.9%	14250	1931
DEAN	885	1030	0.8%	250	109,230
ULLAH	885	1030	66.7%	18994	1327
DULAY	885	1030	71.0%	19942	1246
SOO	885	1030	81.3%	22143	1089
AKHTER	885	1030	84.7%	22870	1045
MAHARAJ	884	1035	43.2%	13613	2045
FISHER	883	1036	0.4%	100	210,279
OLSON	883	1036	0.5%	136	163,502
WING	882	1038	7.1%	2670	12,453
KOSHY	882	1038	90.8%	24200	971
BASU	881	1040	84.4%	22891	1044
PAE	880	1041	78.0%	21565	1128
PANGANIBAN	880	1041	84.9%	23037	1036
DANH	880	1041	91.4%	24368	963
DUMLAO	878	1044	79.7%	21947	1102
OKAZAKI	878	1044	85.7%	23237	1024
FONTANILLA	876	1046	79.6%	21958	1101
KANEKO	876	1046	82.6%	22637	1060
RIM	876	1046	88.5%	23831	990
TANABE	874	1049	76.6%	21381	1141
WAI	873	1050	90.1%	24243	969
SHIROMA	871	1051	78.4%	21814	1111
TOLEDO	869	1052	6.0%	2294	14,514
YIU	869	1052	95.5%	25503	910
JORDAN	868	1054	0.4%	105	197,212
HASHMI	866	1055	80.6%	22370	1074
LOI	865	1056	87.8%	23922	985
DUNN	863	1057	0.6%	185	136,955
FELICIANO	862	1058	5.0%	1933	17,112
IMAI	862	1058	76.8%	21638	1123
UMALI	858	1060	91.2%	24827	941
KOJIMA	857	1061	90.4%	24680	948
MURRAY	856	1062	0.5%	123	178,414
KOHLI	856	1062	57.0%	17334	1503
LENG	856	1062	69.5%	20124	1232
KOGA	856	1062	70.8%	20427	1209
HAMILTON	855	1066	0.4%	107	194,331
GE	855	1066	89.4%	24513	956
MYERS	854	1068	0.4%	85	224,824
MEYER	853	1069	0.6%	163	149,664
CADIZ	853	1069	50.1%	15738	1703
KIKUCHI	849	1071	84.7%	23594	1002
BHATTACHARYA	849	1071	92.3%	25272	920
TAKEMOTO	848	1073	81.8%	23019	1037
FURUKAWA	848	1073	83.7%	23411	1013
JACINTO	847	1075	19.9%	7237	4251
YASUDA	847	1075	87.1%	24162	973
YAMANE	846	1077	80.3%	22753	1053
CHUONG	845	1078	96.9%	26332	872
MATA	844	1079	2.4%	907	34,888
ROH	843	1080	66.4%	19642	1270
FUKUSHIMA	843	1080	84.1%	23594	1002
BATRA	843	1080	88.5%	24584	953
NAYAK	843	1080	90.1%	24929	936
BARNES	842	1084	0.4%	99	210,426
TOUCH	839	1085	76.2%	21958	1101
OYAMA	838	1086	80.3%	22891	1044
HAU	837	1087	34.0%	11680	2,461
SANJUAN	836	1088	29.7%	10473	2812
RAVAL	835	1089	90.3%	25147	925
LUCERO	834	1090	2.5%	945	33,922
ALBANO	833	1091	15.3%	5819	5,440
SHIMADA	832	1092	86.9%	24491	957
KONO	831	1093	66.3%	19840	1254
FUENTES	830	1094	1.5%	530	56,441
RA	828	1095	74.1%	21716	1118
HUIE	827	1096	29.6%	10538	2,792
FELIX	826	1097	2.6%	1011	31,631
ESTRELLA	826	1097	8.1%	3221	10,167
TAY	826	1097	58.6%	18196	1410
KAPUR	826	1097	78.4%	22753	1053
PRADHAN	826	1097	88.4%	24969	934
PEN	825	1102	76.5%	22283	1079
STONE	824	1103	0.6%	162	149,802
VILLA	824	1103	2.1%	797	39,402
RONG	824	1103	90.5%	25484	911
POWELL	823	1106	0.4%	91	216,553
REYNOLDS	822	1107	0.4%	106	195,598
GULATI	821	1108	84.6%	24224	970
WALLACE	820	1109	0.4%	113	190,760
GRAHAM	815	1110	0.4%	108	194,074
NATH	815	1110	43.7%	14622	1866
VAIDYA	815	1110	92.7%	26163	879
CLEMENTE	814	1113	10.9%	4402	7,453
DELAPENA	813	1114	26.3%	9641	3094
IWASAKI	813	1114	85.5%	24615	951
PALMA	812	1116	5.7%	2312	14,339
PRAK	812	1116	83.8%	24243	969
JANI	811	1118	71.5%	21479	1134
MISRA	811	1118	83.4%	24162	973
FOX	810	1120	0.5%	167	147,357
LAZO	810	1120	9.4%	3782	8600
HAMID	810	1120	35.3%	12405	2295
JAMAL	810	1120	45.7%	15225	1774
COLE	808	1124	0.4%	116	187,793
CORPUS	807	1125	25.6%	9472	3150
GERONIMO	807	1125	35.7%	12558	2263
DIN	807	1125	66.9%	20456	1206
WIN	807	1125	78.8%	23237	1024
DUTTA	807	1125	89.7%	25724	900
MODY	806	1130	76.8%	22799	1050
DOE	805	1131	6.9%	2834	11,603
EUGENIO	805	1131	51.5%	16802	1564
PAO	805	1131	85.3%	24763	944
PANDEY	805	1131	88.5%	25503	910
BONIFACIO	804	1135	45.1%	15167	1784
ANDRADE	803	1136	1.7%	666	46,702
CARREON	803	1136	8.7%	3538	9218
MAU	803	1136	31.7%	11388	2,537
CHIOU	803	1136	93.0%	26566	863
ELLIS	801	1140	0.4%	121	181,934
HANSEN	801	1140	0.6%	193	133,474
LEU	801	1140	36.7%	12911	2,183
SUE	801	1140	55.7%	17935	1437
ABELLA	799	1144	44.8%	15154	1785
SUGIMOTO	799	1144	84.8%	24807	942
SUNGA	799	1144	92.7%	26587	862
HENDERSON	798	1147	0.4%	101	210,094
WEE	798	1147	61.6%	19355	1295
ARAKAWA	797	1149	80.7%	23863	988
KAMAL	795	1150	49.0%	16349	1622
PARAS	794	1151	42.5%	14604	1869
ABBASI	793	1152	49.2%	16444	1611
CHADHA	791	1153	89.0%	25945	889
KENNEDY	790	1154	0.5%	130	171,636
BUENO	790	1154	6.2%	2591	12845
KIN	790	1154	57.7%	18569	1370
ROLDAN	789	1157	7.8%	3220	10168
KAHN	787	1158	5.4%	2284	14,570
ESCOBAR	786	1159	1.8%	723	42,955
DUENAS	786	1159	7.9%	3297	9976
ENCARNACION	784	1161	16.7%	6633	4703
TOYAMA	784	1161	82.8%	24701	947
BOSE	781	1163	27.4%	10357	2,849
MUKAI	781	1163	77.9%	23594	1002
POBLETE	780	1165	63.6%	20191	1227
UPPAL	780	1165	87.6%	25926	890
BAO	779	1167	88.8%	26215	877
WALIA	777	1168	82.0%	24701	947
GREGORIO	776	1169	20.7%	8151	3,746
CHOUDHRY	776	1169	75.0%	23072	1034
MARCELO	773	1171	48.6%	16616	1589
YAMASHIRO	773	1171	84.2%	25329	918
MU	773	1171	87.0%	25945	889
QUANG	772	1174	95.0%	27821	813
SOLANKI	771	1175	93.2%	27439	827
BHANDARI	770	1176	90.1%	26761	855
SAHOTA	769	1177	87.5%	26163	879
MITTAL	768	1178	86.4%	25945	889
GALLARDO	767	1179	3.4%	1460	22,435
CARPIO	766	1180	14.6%	6031	5250
ROSE	764	1181	0.5%	168	146,924
ANDREWS	763	1182	0.6%	206	129,320
HSUEH	763	1182	95.5%	28194	799
MATIAS	762	1184	10.4%	4476	7,295
TAMASHIRO	762	1184	83.8%	25524	909
MAHAJAN	762	1184	89.8%	26898	849
NAQVI	760	1187	83.3%	25466	912
VICENTE	758	1188	11.9%	5049	6374
MCDONALD	757	1189	0.4%	127	176,094
AKIYAMA	757	1189	81.0%	24969	934
MATSUURA	757	1189	87.2%	26446	868
BISWAS	755	1192	86.3%	26267	875
UEHARA	754	1193	87.4%	26566	863
FUKUMOTO	754	1193	89.5%	27049	842
KHONG	754	1193	95.1%	28353	793
KY	752	1196	86.1%	26306	873
MARASIGAN	752	1196	88.5%	26876	850
KIEU	751	1198	96.8%	28856	776
HABIB	750	1199	22.0%	8850	3,404
SHAHID	750	1199	49.7%	17282	1508
NISHIKAWA	750	1199	84.6%	25991	887
AWAN	749	1202	70.0%	22443	1070
DUAN	748	1203	71.6%	22870	1045
BABU	748	1203	86.9%	26614	861
VOHRA	748	1203	90.4%	27439	827
YOSHIKAWA	747	1206	83.1%	25735	899
SUGIYAMA	746	1207	85.8%	26419	869
COLOMA	745	1208	55.3%	18811	1346
UYEHARA	745	1208	83.3%	25845	894
MARSHALL	744	1210	0.4%	125	177,213
TOMAS	744	1210	15.2%	6406	4,894
VIRANI	744	1210	85.6%	26419	869
LACSON	744	1210	89.6%	27361	830
QUIAMBAO	744	1210	90.7%	27646	820
PANCHAL	744	1210	91.3%	27771	815
DURAN	742	1216	1.1%	434	68,046
KAY	742	1216	3.2%	1402	23,189
ARAKI	742	1216	80.0%	25098	927
AHLUWALIA	742	1216	83.9%	26056	884
HON	741	1220	34.5%	13075	2,147
MEHRA	739	1221	79.3%	25006	932
BUTLER	738	1222	0.3%	98	210,879
SABLAN	738	1222	62.6%	20831	1178
VIRK	738	1222	85.1%	26469	867
HARRISON	737	1225	0.4%	128	175,577
OHARA	737	1225	3.5%	1565	21,068
ZAFAR	737	1225	71.8%	23191	1027
TE	737	1225	86.7%	26876	850
BHARDWAJ	737	1225	88.4%	27258	834
KAWAGUCHI	736	1230	79.7%	25169	924
PATTERSON	735	1231	0.4%	104	198,557
WEST	735	1231	0.4%	115	188,464
YOSHIMOTO	735	1231	84.6%	26419	869
INTHAVONG	735	1231	87.9%	27207	836
ABALOS	734	1235	36.0%	13658	2037
SNYDER	733	1236	0.5%	144	159,363
PUN	733	1236	85.1%	26614	861
KAMATH	733	1236	93.0%	28489	788
CORTES	732	1239	2.4%	1061	30,141
ORDONEZ	732	1239	6.4%	2906	11366
FAROOQ	732	1239	75.9%	24350	964
KODAMA	732	1239	82.4%	25969	888
BURNS	730	1243	0.5%	141	162,153
HUNT	730	1243	0.5%	157	151,986
GONZAGA	730	1243	40.7%	15093	1793
SANDERS	729	1246	0.3%	88	220,902
KANE	728	1247	1.5%	636	48,527
BUENAVENTURA	728	1247	69.2%	22770	1052
BAJAJ	727	1249	86.8%	27150	838
KAZI	725	1250	76.3%	24642	950
ISHIHARA	725	1250	84.9%	26783	854
RAHIM	724	1252	39.0%	14689	1856
HIDALGO	723	1253	4.3%	1967	16,824
NUNEZ	722	1254	0.8%	306	90,208
